file,message,notes
submissions/v311_copd_no_j20_j45_j31_j98_assocdiff_cardiorenal_v185keep.csv,v311: copd_no_j20_j45_j31_j98 plus assocdiff_cardiorenal and v185 KEEP,"best public KEEP base v293_copd_no_j20_j45_j31_j98.csv (0.42874, +0.00187) plus ASSOC/DIFF hedge v288_assocdiff_cardiorenal.csv and v185 private KEEP"
submissions/v312_copd_no_j20_j45_j31_j98_assocdiff_pulmonary_v185keep.csv,v312: copd_no_j20_j45_j31_j98 plus assocdiff_pulmonary and v185 KEEP,"best public KEEP base v293_copd_no_j20_j45_j31_j98.csv (0.42874, +0.00187) plus ASSOC/DIFF hedge v287_assocdiff_pulmonary.csv and v185 private KEEP"
submissions/v313_med_add_thymus_nodes_assocdiff_broad_assoc_v185keep.csv,v313: med_add_thymus_nodes plus assocdiff_broad_assoc and v185 KEEP,"best public KEEP base v300_med_add_thymus_nodes.csv (0.42707, +0.00020) plus ASSOC/DIFF hedge v286_assocdiff_broad_assoc.csv and v185 private KEEP"
submissions/v314_med_add_thymus_nodes_assocdiff_highconf_assoc_v185keep.csv,v314: med_add_thymus_nodes plus assocdiff_highconf_assoc and v185 KEEP,"best public KEEP base v300_med_add_thymus_nodes.csv (0.42707, +0.00020) plus ASSOC/DIFF hedge v283_assocdiff_highconf_assoc.csv and v185 private KEEP"
submissions/v315_copd_no_j20_j45_j93_j95_assocdiff_cardiorenal_v185keep.csv,v315: copd_no_j20_j45_j93_j95 plus assocdiff_cardiorenal and v185 KEEP,"best public KEEP base v295_copd_no_j20_j45_j93_j95.csv (0.42835, +0.00148) plus ASSOC/DIFF hedge v288_assocdiff_cardiorenal.csv and v185 private KEEP"
submissions/v316_copd_no_j20_j45_j93_j95_assocdiff_pulmonary_v185keep.csv,v316: copd_no_j20_j45_j93_j95 plus assocdiff_pulmonary and v185 KEEP,"best public KEEP base v295_copd_no_j20_j45_j93_j95.csv (0.42835, +0.00148) plus ASSOC/DIFF hedge v287_assocdiff_pulmonary.csv and v185 private KEEP"
submissions/v317_copd_no_j20_j45_j81_j82_assocdiff_cardiorenal_v185keep.csv,v317: copd_no_j20_j45_j81_j82 plus assocdiff_cardiorenal and v185 KEEP,"best public KEEP base v294_copd_no_j20_j45_j81_j82.csv (0.42835, +0.00148) plus ASSOC/DIFF hedge v288_assocdiff_cardiorenal.csv and v185 private KEEP"
submissions/v318_copd_no_j20_j45_j81_j82_assocdiff_pulmonary_v185keep.csv,v318: copd_no_j20_j45_j81_j82 plus assocdiff_pulmonary and v185 KEEP,"best public KEEP base v294_copd_no_j20_j45_j81_j82.csv (0.42835, +0.00148) plus ASSOC/DIFF hedge v287_assocdiff_pulmonary.csv and v185 private KEEP"
submissions/v319_med_add_thymus_nodes_assocdiff_cardiorenal_v185keep.csv,v319: med_add_thymus_nodes plus assocdiff_cardiorenal and v185 KEEP,"best public KEEP base v300_med_add_thymus_nodes.csv (0.42707, +0.00020) plus ASSOC/DIFF hedge v288_assocdiff_cardiorenal.csv and v185 private KEEP"
submissions/v320_med_add_thymus_nodes_assocdiff_pulmonary_v185keep.csv,v320: med_add_thymus_nodes plus assocdiff_pulmonary and v185 KEEP,"best public KEEP base v300_med_add_thymus_nodes.csv (0.42707, +0.00020) plus ASSOC/DIFF hedge v287_assocdiff_pulmonary.csv and v185 private KEEP"
